23	23	1979																																																																							28.0																		11.0																																																																																																																																																																																																																																																																																																																																										1.0									1.0																																																																																																																																																																																																						1.0																																																				2.0																																																														5.0								10.0																																																						2.0																																1.0																																																																																																																																																																																				1.0																																							3.0																							2.0															13.0																																																													1.0										1.0									18.0	1.0																																																																																																																																																																																																																																																																																																							7.0			5.0		4.0	2.0															4.0			4.0		2.0			11.0			8.0						1.0		3.0							3.0					3.0	7.0			3.0										3.0		1.0		4.0						1.0		2.0		14.0	4.0			1.0				4.0			12.0	1.0					3.0		5.0					5.0				3.0			1.0	3.0				15.0									5.0				5.0										17.0					1.0										2.0				9.0								3.0					2.0	1.0											14.0		2.0		3.0						13.0																		2.0						16.0		2.0						6.0					6.0	1.0				1.0		1.0					3.0	3.0			4.0	2.0	7.0	3.0		1.0																																																																																																																																																																																																																																																																																																																																																																																																																	4.0															8.0																																																																																																																																																																						2.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			1.0																																																																																																																							2.0	6.0			1.0																					3.0							1.0							1.0				2.0					1.0		4.0		2.0			2.0	1.0		1.0																								1.0	2.0	1.0																																																																																																																																																7.0																																																																																																																																																																1.0				3.0											1.0																					1.0																	2.0																				6.0																				3.0							1.0				
24	24	1980																																																																							13.0																		8.0																																																																																																																																																																																																																																																											1.0																																																																															1.0									1.0																							1.0									1.0							1.0																													1.0																																																																																																																																																																																						2.0																																																														8.0								2.0																																																						5.0																						1.0				2.0																																																																																																																																																																																										1.0																																							2.0																							2.0															14.0																																																			1.0																				1.0									12.0				1.0																																																																																																								2.0																																																																																																																																																																																												12.0			3.0	1.0	2.0												2.0				5.0	1.0	3.0	2.0		4.0			7.0			3.0								5.0				2.0			8.0					7.0	5.0			1.0					1.0					2.0		5.0		3.0		1.0			1.0					15.0	2.0			4.0			1.0				3.0						3.0		3.0					8.0				1.0			1.0	2.0				10.0							3.0		5.0	1.0			5.0										15.0					4.0										1.0	2.0						1.0		1.0			3.0					2.0	3.0											9.0		1.0		3.0	1.0					16.0	5.0		1.0			2.0												5.0		2.0				8.0		1.0						3.0			1.0			5.0	2.0	1.0					1.0		2.0	2.0		4.0			1.0		3.0	2.0																																																																																																																																																																																																					5.0																																																																																																																																																																																																														2.0															4.0																																																																																																																																																																						2.0																																																																																																																																																																																																																																																																																																																																														1.0																																																																																																																																																																																																																																																																												8.0	4.0									3.0															6.0							5.0			3.0		3.0					1.0	6.0					3.0							1.0			2.0																									5.0			1.0																																1.0																																																																																																														4.0																																																																																																																																																																															2.0																																						2.0																				9.0													2.0							5.0											
25	25	1981																																																																							9.0																		10.0																																																																																																																																																																																																																																																																																																														1.0												1.0																4.0									4.0	1.0																															3.0							1.0																																																																						1.0																																																																																																																																													4.0																																																														12.0								15.0																																																																												1.0								1.0																																																																																																																																																																																						2.0																																																			4.0																										15.0								3.0																																											5.0										2.0																			15.0																																																																																																																																																																																																																																																																																																			1.0					8.0			6.0	1.0	6.0	1.0												1.0			11.0		1.0	4.0		3.0			16.0		7.0	11.0										4.0					5.0					3.0	1.0	1.0		7.0					1.0									2.0		1.0				1.0				15.0	3.0	1.0		2.0			1.0	2.0			3.0						5.0		2.0				2.0	1.0				2.0			2.0	5.0				28.0							1.0		5.0				10.0										20.0		1.0						3.0		1.0		1.0				1.0	5.0	1.0	5.0			1.0					2.0					2.0	1.0								1.0			18.0				3.0	7.0		1.0			17.0				1.0		6.0		2.0										2.0		1.0			1.0	16.0		2.0						3.0			1.0		6.0	2.0		1.0		3.0		1.0	2.0			5.0		2.0			1.0	3.0	4.0	4.0		1.0																																																																																																																																																																																																			3.0																																																																																																3.0																																																																																																														4.0															8.0									1.0																																																																																																																																																													1.0																																																																																																																																																																																																																																																												1.0																																																																																																																																																																																																																																				1.0																																																																																																																										8.0	7.0						1.0			4.0								1.0	1.0	1.0					7.0		2.0					6.0							5.0		2.0		3.0							1.0	1.0				2.0	2.0		2.0																							1.0		4.0	1.0		1.0																																																																																																																																														8.0																																																																																																																																																																				4.0																																1.0																	3.0																				17.0													3.0							5.0							2.0				
26	26	1982																																																																							17.0																		4.0																																																																																																																																																																																																																											1.0																																																																																			3.0												6.0																1.0									1.0																							1.0									5.0							1.0																									1.0																																																																																																																																																																																																																																																								13.0								7.0																											1.0							2.0																				2.0																						1.0				4.0				1.0		1.0																																																																																																																																																																																				3.0																																							5.0				2.0				1.0				3.0											1.0															11.0								3.0																																																															1.0									13.0									1.0																																																																																																			1.0																																																																																																																																																																																												24.0			1.0	2.0		1.0		1.0	1.0						4.0			1.0			3.0		4.0	3.0		1.0			15.0		3.0	19.0						1.0		9.0		4.0					2.0					1.0	7.0	1.0		6.0				1.0	1.0	4.0				5.0		2.0		7.0	1.0			4.0	4.0	2.0				13.0	1.0	1.0		7.0							3.0								2.0				6.0	6.0				5.0			1.0	1.0				10.0		1.0							9.0				9.0										32.0		2.0	1.0		2.0			1.0	1.0								11.0		7.0								4.0				1.0	1.0										1.0	2.0	14.0		2.0		3.0	2.0					22.0	2.0					4.0							3.0				1.0	2.0		2.0			1.0	9.0					1.0			1.0					5.0	2.0	1.0					1.0	2.0		4.0	4.0		5.0					8.0	4.0		1.0																																																																																																																																									1.0																																																																																																																																																										7.0																																																																																																														3.0															9.0									3.0																																																																																																																																																													1.0																																																																																																																																																																																																																																																																																																																																														4.0																																																																																																																																																																																																																																																																												5.0	2.0					1.0				2.0	1.0				2.0			1.0							11.0		2.0				1.0	4.0	1.0		1.0		3.0		2.0		4.0	2.0	7.0					4.0		3.0						1.0		5.0																								1.0	5.0	2.0		1.0	2.0																																																																																																																																													1.0																																																																																																																																																				1.0																3.0											4.0																					1.0																	1.0																				24.0													3.0	1.0						6.0							3.0				
27	27	1983																																																																							14.0																		13.0																																																																																																																																																																																																																																																																																																														4.0												17.0																1.0									3.0																							1.0									3.0							1.0																																																																															1.0																																																																			1.0								1.0																				1.0									1.0																								1.0				1.0	4.0																																														1.0															13.0								8.0																											1.0							3.0																				2.0																										2.0																																																																																																																																																																																										3.0																															1.0				1.0				2.0				2.0				3.0				1.0											1.0															8.0								2.0																																											12.0		1.0								1.0										3.0				1.0					17.0																																																																																																																																																																																																																																																																																																								7.0			3.0	2.0	3.0	3.0		1.0					1.0		2.0			2.0			5.0	2.0	3.0			1.0			16.0		4.0	18.0				1.0				1.0		4.0					4.0					6.0	9.0	3.0		13.0									1.0			1.0		1.0	4.0			9.0	4.0					11.0	2.0						2.0	2.0			4.0				1.0		1.0		5.0		1.0		7.0	2.0				2.0		1.0	2.0					12.0	2.0								5.0				5.0										19.0		1.0			2.0		5.0		4.0			1.0			1.0	1.0	4.0	1.0	12.0								3.0		5.0			1.0	2.0								1.0		2.0	8.0		1.0		2.0	3.0		1.0	7.0		18.0				1.0		2.0							5.0				1.0	3.0		1.0			1.0	6.0		1.0						2.0	1.0		1.0		6.0	2.0	2.0		2.0				1.0		7.0	4.0	2.0	3.0					4.0	8.0	1.0	2.0																																																																																																																																									1.0																																																										3.0																																																																																																6.0																																																																												1.0																																		1.0							1.0								6.0									9.0																																																																																																																																																													2.0																																2.0																																																																																																																																																																																																																																																																																																														1.0																																																																																																																																																																																																																																																																												8.0	6.0		1.0	1.0			3.0			2.0	1.0		1.0	2.0				3.0							5.0		2.0		3.0										5.0		3.0		5.0				1.0		3.0	1.0		1.0		3.0	1.0	2.0		2.0																							1.0		6.0	1.0		3.0																																																																																																																																														6.0																																																																																																																																																																				5.0											4.0																																																										7.0													4.0							2.0							3.0				
28	28	1984																																																																							11.0																		15.0																																																																																																																																																																																																																																																																							1.0																																							20.0											1.0	8.0																3.0																																1.0									7.0							1.0													1.0									2.0			1.0							1.0											4.0																								1.0												1.0																																																																			4.0								1.0					2.0																								2.0									1.0																			2.0	9.0																																																													17.0								12.0																					2.0						3.0							10.0																				2.0																						2.0				4.0																																																																																																																																																																																										1.0																															4.0								2.0				2.0				2.0	1.0			2.0											2.0															8.0								3.0																2.0					1.0																		1.0				7.0		2.0								1.0										3.0				2.0					21.0											1.0																																																																																																	1.0																																																																																																																																																																																												25.0			1.0		2.0			1.0					1.0		2.0						2.0	3.0	5.0	3.0		1.0			15.0	1.0	1.0	17.0		4.0		1.0				4.0		5.0					4.0		1.0		2.0	1.0	9.0	7.0		10.0					2.0	1.0			1.0	2.0		1.0		2.0	6.0	3.0		13.0	7.0	1.0				14.0	3.0		2.0	2.0			1.0				1.0	2.0							2.0		3.0		17.0	3.0				1.0		1.0	1.0	1.0		2.0		10.0	3.0		2.0					2.0	2.0				4.0										32.0		1.0	1.0		1.0		1.0		4.0			2.0		3.0	1.0	1.0		1.0	5.0						3.0		6.0		4.0				2.0		3.0				1.0		1.0		3.0	7.0		2.0		4.0	5.0		1.0	10.0		19.0	2.0			1.0		11.0		1.0	1.0				10.0				1.0	4.0		6.0			1.0	8.0		2.0			3.0				2.0			1.0	2.0	1.0	1.0		1.0			1.0	2.0		8.0			4.0	2.0			1.0	4.0	5.0	2.0	1.0																																																																																																																																									3.0																																																										4.0																																																				1.0																																												1.0																																				2.0																																								1.0																																		1.0							1.0								3.0									8.0																																																																																																																																																										1.0			1.0																																																																																																																																																																																																																																																																																																																																														2.0																																																																																																																																																																																																																																																																											2.0	2.0	3.0	3.0	1.0		1.0		1.0		3.0	6.0	2.0		3.0				3.0	2.0		4.0	2.0				3.0		4.0		1.0	1.0	2.0	2.0	1.0	2.0			1.0		3.0		4.0	1.0	5.0	4.0			2.0		1.0	3.0		1.0	1.0	2.0		1.0	3.0																								2.0		5.0			3.0																																																																																																																																														7.0																																																																																																																																																				1.0																											2.0																																						2.0																				4.0													3.0							11.0							4.0				
29	29	1985																																																																							8.0																		7.0																																																																																																																																																																																																																																																																																																												1.0		4.0												3.0								3.0								2.0																																				2.0					8.0							1.0									1.0																		2.0		1.0		1.0	2.0											2.0		1.0				2.0																		1.0				2.0	1.0							4.0							1.0					3.0																																									2.0											2.0	1.0		1.0								1.0																													3.0						1.0			1.0																			2.0	5.0	3.0							1.0																						1.0																															5.0								8.0																					5.0						1.0			1.0		1.0		4.0				1.0											1.0																			1.0																		1.0																																																																																																																																																																																				2.0																															2.0												2.0				2.0															1.0															3.0																																															1.0				10.0		1.0								2.0										2.0				1.0					5.0																																																																																																												1.0																																																																																																																																																																																												6.0					1.0	1.0		2.0			1.0				3.0			1.0			3.0	2.0	4.0						4.0	5.0		11.0		1.0		1.0						1.0					3.0		2.0		1.0	1.0	1.0	1.0		9.0		1.0			1.0	3.0						1.0			8.0	1.0		7.0	5.0					5.0	1.0		1.0	1.0				1.0			1.0		1.0				1.0		1.0				2.0	2.0			2.0			1.0				1.0		9.0			1.0						1.0				1.0								1.0		15.0					1.0	1.0	1.0	2.0	2.0			1.0			1.0		1.0	1.0	5.0						4.0		2.0		2.0		1.0	1.0	1.0							2.0	2.0		3.0	3.0				1.0	1.0		3.0	5.0		10.0				1.0		5.0			1.0				7.0									1.0	3.0	2.0		1.0						1.0	1.0				2.0	1.0	2.0			1.0					1.0	2.0			1.0		2.0		1.0	1.0																																																																																																																																																																																																					3.0																																																																		1.0																																																																		1.0																																																																										2.0							2.0																	4.0																																																																																																																																																										1.0																																																																																																															1.0																																																																																																																																																														2.0																																																																				2.0																																																																																																																																																																																																																																																																													6.0	1.0	3.0				1.0		2.0	1.0			3.0										2.0				2.0	1.0									1.0		1.0		5.0	1.0	1.0				4.0			4.0				1.0																											6.0						1.0							2.0																																																																																		1.0																																									1.0																																																																																																																																																															1.0																3.0											1.0																																						1.0																																								2.0											
30	30	1986																																																																							13.0																		7.0																																																																																																																																																																																							1.0																											1.0			1.0											1.0					1.0			1.0	5.0				1.0					1.0											5.0					1.0					2.0						1.0						1.0					4.0									5.0		2.0	1.0						3.0		1.0		53.0						1.0		1.0		2.0	3.0	19.0	5.0		1.0					1.0		1.0	1.0					4.0																						3.0										2.0		2.0		1.0	1.0				6.0					1.0		6.0						1.0			2.0			1.0	4.0				1.0					1.0					4.0		1.0		5.0	3.0					2.0						10.0		4.0			1.0	7.0																	1.0	7.0				1.0	7.0	1.0		1.0		3.0		9.0							3.0				7.0					1.0			2.0											3.0																						5.0	1.0				1.0			1.0				7.0	3.0		2.0		1.0				2.0	2.0	2.0			1.0		2.0								1.0							1.0		2.0			2.0							1.0			2.0			1.0				1.0	1.0			2.0			1.0	2.0			4.0					7.0	2.0				1.0						3.0				2.0							1.0	1.0							1.0							1.0	1.0	3.0						1.0	2.0	2.0	4.0											1.0		9.0								16.0																1.0		3.0									15.0			4.0				8.0				1.0				3.0							2.0			2.0	1.0	2.0	1.0				1.0	1.0		1.0	2.0											1.0		1.0				3.0		1.0																																																																																																																																																																																								3.0																															3.0												2.0				3.0	2.0			4.0											1.0															4.0								4.0																1.0																							3.0						6.0																		8.0									12.0											2.0																																																																																																	1.0																																																																																																																																																																																												10.0				1.0	2.0	2.0					1.0		4.0				1.0	1.0			2.0	1.0	1.0	3.0	2.0				6.0	6.0	1.0	10.0		1.0								3.0		1.0			6.0		3.0		1.0	4.0	3.0	8.0		13.0	2.0			1.0		10.0			1.0	1.0		1.0			8.0			6.0	1.0					3.0				1.0			4.0				2.0		2.0		2.0				2.0		3.0		7.0	1.0			13.0	2.0			1.0	4.0				10.0	1.0		3.0					3.0	1.0				3.0								3.0		20.0					1.0						1.0			3.0	3.0	1.0	4.0		2.0						10.0		5.0		9.0		4.0	1.0	2.0		4.0					2.0			3.0	2.0		1.0		3.0	6.0		2.0	12.0		14.0	1.0			1.0	1.0	4.0		1.0	2.0				4.0				2.0	5.0		2.0		2.0		6.0									4.0		2.0		2.0	1.0	1.0					1.0	1.0		9.0	3.0	1.0	3.0	1.0		1.0		5.0	2.0	1.0	2.0																																																																																																																																					3.0				1.0																		1.0																																				1.0				5.0																																																				3.0														5.0																																																																																																																																												2.0							1.0								2.0									6.0																																																																																																																																																										2.0			2.0																								1.0								2.0																																																																	1.0																																																																																	1.0																																																																																		1.0						1.0																																																																				3.0																											4.0																																																																																																																																										1.0																1.0																																																																																						9.0		2.0	2.0	1.0			1.0		4.0	3.0	2.0	1.0		6.0		2.0		3.0	3.0	1.0		5.0	6.0	4.0			2.0	1.0	4.0						3.0		2.0	1.0		2.0		9.0	1.0		7.0	1.0	5.0	2.0		3.0		1.0	1.0	5.0	1.0					3.0																						9.0		6.0	1.0		2.0								2.0																																																																																		2.0																																																				3.0																																																																																		1.0																																																																		1.0																1.0											3.0																									1.0													2.0																				3.0													5.0						1.0	3.0							2.0				
31	31	1987																																																																							11.0																		11.0																																																																																																																																																																																							1.0																								1.0		1.0		1.0	2.0	9.0		3.0					3.0			1.0	1.0							1.0		19.0		1.0	4.0	5.0			2.0		5.0					2.0	1.0	2.0				8.0				4.0	2.0	2.0				4.0	2.0		1.0	1.0		2.0			1.0		1.0			1.0		1.0	6.0			3.0	1.0	3.0	3.0		1.0	4.0		5.0	3.0	1.0			1.0		4.0		1.0	1.0	84.0								9.0		4.0	4.0	25.0	4.0		1.0	1.0				5.0			1.0	3.0		1.0		8.0								1.0	1.0						1.0				1.0	1.0		10.0	6.0	3.0	2.0							3.0		16.0		1.0					5.0		4.0	1.0		1.0		4.0			1.0			2.0	1.0	1.0	7.0		2.0	1.0	3.0			1.0	2.0					5.0					4.0	5.0	2.0		1.0	5.0		4.0			8.0						10.0		4.0		1.0	3.0	6.0			1.0	1.0	6.0		6.0					2.0					5.0	2.0					10.0	5.0	2.0	1.0		1.0	2.0	4.0			1.0				3.0	1.0	1.0		9.0	3.0		1.0	3.0				2.0	2.0						2.0				1.0										5.0	2.0		1.0						5.0			8.0	17.0		1.0		5.0			20.0		1.0	1.0	6.0	2.0		2.0		1.0				1.0	1.0		3.0		2.0		5.0				2.0	1.0			3.0	1.0				1.0		3.0		1.0	5.0		1.0	1.0			2.0	3.0				1.0	1.0		6.0	1.0				7.0	5.0			1.0	1.0			7.0		3.0	1.0					12.0	4.0				2.0				1.0		3.0		1.0	1.0	6.0	1.0			1.0			6.0			1.0					2.0			1.0		2.0		1.0				2.0	2.0			5.0	3.0	1.0	1.0		4.0	1.0					1.0			1.0	2.0	18.0			2.0		2.0		1.0	17.0		2.0						2.0					1.0			17.0					1.0		1.0			1.0	11.0			6.0	2.0	1.0	1.0	14.0				3.0				4.0		1.0		2.0			5.0	1.0		3.0	2.0	1.0	3.0					9.0		4.0	3.0			1.0		1.0			4.0					1.0		3.0		4.0	1.0	2.0					1.0	1.0																																																																																																																																																																																		4.0																															2.0				1.0				2.0				8.0				2.0	5.0			1.0											3.0															3.0								1.0														1.0		2.0																							1.0				2.0		5.0								1.0										5.0				1.0					11.0																																							2.0																																																																					2.0																																																																																																																																																																																												16.0			1.0	2.0	4.0	3.0		1.0			4.0		2.0		2.0		2.0	3.0			4.0		6.0	3.0	1.0	2.0			13.0	3.0	5.0	19.0		7.0						3.0		4.0					4.0		7.0		2.0	5.0	2.0	2.0		19.0	4.0				1.0	7.0			1.0			2.0		2.0	6.0	1.0		17.0	4.0	2.0				11.0	2.0			5.0			3.0	1.0			3.0	2.0	4.0		1.0						1.0		11.0	4.0			10.0	2.0		1.0		4.0		2.0		8.0	1.0		4.0				1.0		5.0				6.0								7.0		28.0		2.0	1.0		3.0		1.0	2.0	2.0	1.0		2.0		3.0	1.0	2.0	1.0	2.0	3.0				2.0	1.0	13.0		5.0		17.0		1.0		4.0		3.0				4.0	7.0	1.0		4.0	17.0		1.0		3.0	2.0		1.0	7.0		26.0	5.0			2.0		3.0			3.0				7.0		2.0		2.0	3.0		4.0	3.0	1.0	3.0	10.0		3.0			2.0				2.0		1.0	1.0	4.0	1.0	1.0	1.0	1.0			2.0	4.0		10.0	3.0	2.0	6.0	1.0		1.0		2.0	1.0	5.0	4.0																																																																																																																																					3.0				3.0																		1.0																																				1.0				6.0																																																				5.0														5.0																														1.0																	1.0																																																				2.0																																									1.0							2.0								2.0									6.0																																																																																											1.0																																																															4.0			1.0																																1.0																																																																																																						2.0																																																																																																																														1.0	1.0																																																																									2.0																											6.0																																																																																																																																								1.0		2.0																																																																																																						8.0	1.0	1.0	3.0	3.0		1.0	1.0		1.0	4.0	1.0	2.0	2.0	5.0	1.0	1.0		5.0	4.0	1.0	1.0	5.0	5.0	1.0	2.0	4.0		2.0	4.0			1.0	2.0	2.0	2.0		3.0	2.0		6.0		12.0	1.0	3.0	10.0		3.0	6.0	1.0	4.0	2.0			8.0	3.0		1.0			5.0																						6.0		13.0			3.0	2.0							7.0																																																																																		6.0		1.0																																																		3.0		1.0																	1.0																																																																																																																																	1.0												1.0				2.0											5.0																		1.0		1.0	1.0																	4.0																				5.0													4.0							3.0							3.0				
32	32	1988																																																					2.0																		17.0																		20.0																																																																																																																																																																																							1.0																								2.0		1.0	2.0	2.0	11.0	5.0	3.0	1.0					3.0		4.0		2.0	1.0		2.0	1.0			7.0	3.0	23.0	1.0	2.0	1.0	3.0			7.0		3.0	2.0	2.0	2.0	2.0	5.0	10.0	6.0		1.0	2.0	16.0				15.0	3.0	1.0		1.0	4.0	3.0	3.0			4.0		4.0		1.0	10.0		4.0	1.0		3.0			8.0	1.0		5.0	9.0	3.0	9.0		1.0	7.0	1.0	4.0	3.0	1.0	1.0	1.0	2.0		4.0	3.0			77.0		1.0	3.0			5.0		7.0	3.0	1.0	3.0	14.0	6.0		10.0			1.0		1.0	2.0	6.0	3.0	1.0		6.0		13.0					1.0		4.0	6.0	2.0			1.0	1.0		2.0	1.0		4.0	6.0	3.0	1.0	17.0	6.0	8.0	3.0						3.0	1.0		24.0		2.0	1.0			2.0	17.0		13.0	2.0		5.0	3.0	14.0		5.0			2.0	5.0			11.0	3.0	2.0	4.0	11.0								1.0	5.0		1.0	2.0	3.0	12.0	6.0			5.0	7.0		15.0		1.0	6.0		2.0	2.0	4.0	3.0	16.0	1.0	10.0	2.0	1.0		36.0	2.0	1.0	1.0	2.0	20.0	3.0	10.0	3.0	1.0			2.0	1.0		3.0		4.0	1.0			7.0	1.0	40.0	11.0	5.0	2.0		2.0	5.0	8.0		2.0		2.0					2.0		12.0	2.0	2.0	2.0	4.0	6.0		2.0	5.0	3.0		3.0			2.0	5.0	3.0				1.0	3.0					1.0	1.0	1.0	5.0	6.0	1.0	6.0	1.0				10.0	5.0	19.0		10.0	14.0			1.0	13.0			17.0	1.0	1.0	3.0	4.0	4.0	4.0	7.0		9.0	9.0	2.0	3.0	2.0	3.0		6.0	1.0	7.0		4.0				14.0	2.0			2.0	2.0			4.0	1.0	3.0	3.0	1.0	2.0	1.0		9.0		9.0	1.0	2.0	4.0	5.0	2.0	1.0	3.0	3.0			8.0			1.0	4.0	1.0		4.0	4.0		2.0	1.0	6.0		2.0	2.0	1.0	5.0		2.0	16.0	2.0				2.0		2.0		8.0			1.0		3.0	5.0		2.0		3.0	2.0		3.0	2.0	1.0	4.0		2.0	1.0	1.0	1.0		1.0	2.0		7.0	4.0	7.0	3.0	3.0	1.0		2.0	1.0		3.0	14.0	1.0	3.0	4.0	3.0	2.0	1.0	3.0	1.0	1.0	6.0		4.0	1.0	3.0	27.0		4.0	4.0		1.0		3.0	23.0	2.0	2.0					1.0	7.0	1.0	1.0	3.0		1.0	1.0	3.0	12.0		1.0		2.0	1.0		3.0	2.0		2.0	12.0			11.0		5.0	3.0	27.0			4.0			1.0	5.0	4.0	7.0	2.0		2.0	2.0	1.0	6.0	1.0		24.0			2.0		4.0	3.0	4.0	14.0		6.0	3.0	15.0		4.0	1.0	1.0			12.0				1.0	1.0	1.0	8.0		1.0	1.0	3.0			1.0		1.0	2.0																																											1.0																																																																																																																																							5.0																															5.0												7.0				2.0	3.0			1.0											1.0															10.0																								3.0																							2.0				3.0		22.0																		6.0				2.0					20.0									4.0																														2.0																																																																					3.0																																																																																																																																																																																							2.0					21.0			1.0		1.0	2.0			1.0		1.0		2.0		1.0		2.0				8.0	2.0	4.0	5.0	4.0	4.0			11.0	3.0	3.0	20.0		6.0		1.0		3.0		2.0		6.0					6.0		5.0		6.0	12.0	3.0	3.0		19.0	9.0	1.0		1.0		7.0				2.0		5.0		1.0	9.0			17.0	5.0					14.0		1.0		4.0			2.0				2.0		5.0		2.0				3.0				11.0	3.0			9.0	8.0		1.0		4.0		4.0		15.0	2.0	2.0	6.0				6.0	4.0	7.0	2.0			9.0								5.0		26.0		4.0			2.0	2.0	1.0	4.0	7.0			1.0			3.0	3.0	4.0	2.0	6.0				4.0	5.0	17.0		6.0		31.0		1.0	1.0	1.0	1.0	8.0				4.0	5.0	1.0	3.0	8.0	14.0		1.0		4.0	2.0			5.0		41.0	2.0		2.0	2.0	3.0	7.0		1.0	1.0				4.0				1.0	2.0		4.0	1.0			15.0		3.0			2.0				3.0		1.0	2.0	1.0	3.0	3.0	2.0	3.0			1.0	1.0		5.0	3.0	2.0	3.0	1.0		1.0	1.0	6.0	3.0	3.0	3.0																																																																							2.0				1.0											1.0																																															5.0				1.0																		3.0																																				3.0				17.0																																1.0																				7.0														7.0																														3.0																					1.0	1.0														3.0							1.0										1.0								2.0		1.0		1.0	1.0			7.0				1.0			1.0	1.0		1.0	1.0																										1.0				3.0							3.0								7.0	1.0				6.0				9.0		1.0																						5.0								1.0		1.0											1.0											1.0									3.0			1.0																			2.0			2.0	1.0																											1.0													1.0					1.0												1.0						2.0						1.0																	1.0				3.0	1.0																																			1.0																								1.0			1.0					2.0																1.0						1.0																				6.0	1.0														1.0																																																																									1.0																		2.0																				1.0	1.0					5.0				1.0																																																																5.0																											2.0																																																																																																																																										12.0																5.0																																																																																						4.0	8.0	4.0	8.0	6.0	1.0	4.0	2.0		2.0	2.0	5.0	3.0	1.0	9.0	1.0	5.0	1.0	1.0	6.0	2.0	3.0	7.0	1.0	3.0	5.0	13.0	2.0	4.0		4.0		1.0	5.0	7.0	3.0		1.0	4.0		5.0		11.0	2.0	9.0	16.0	1.0	1.0	7.0	2.0		6.0	1.0		4.0				4.0	3.0																							8.0		11.0	1.0	3.0	6.0	3.0							12.0																																																																																		11.0																																									1.0											1.0		2.0																	2.0																																																																																															2.0																																		3.0																4.0											1.0																					4.0				2.0													4.0																				8.0		3.0											1.0						8.0	6.0							1.0				
